AREA,PERIMETER,WCOLGEN02_,WCOLGEN021,DPTO,NOMBRE_DPT,MPIO,NOMBRE_MPI,NOMBRE_CAB,CLASEMUN,MPIOS,ZONA,OF_REG,REG_ZONAS,HECTARES,DESEMPLEO
721712143.6,155531.2481,994,824,18,CAQUETA,256,EL PAUJIL,EL PAUJIL,CM,18256,ZONA15,DABOG,DABOGZONA15,72171.214,0
892138944.5,206013.4674,997,825,18,CAQUETA,410,LA MONTANITA,LA MONTANITA,CM,18410,ZONA15,DABOG,DABOGZONA15,89213.894,0
936356236.6,155379.4617,1000,820,18,CAQUETA,94,BELEN DE LOS ANDAQUIES,BELEN DE LOS ANDAQUIES,CM,18094,ZONA15,DABOG,DABOGZONA15,93635.624,0
223525957.9,65289.70938,1013,827,18,CAQUETA,479,MORELIA,MORELIA,CM,18479,ZONA15,DABOG,DABOGZONA15,22352.596,0
837128231.1,128311.6575,1022,829,18,CAQUETA,610,SAN JOSE DEL FRAGUA,SAN JOSE DEL FRAGUA,CM,18610,ZONA15,DABOG,DABOGZONA15,83712.823,0
8843450618,502888.1347,1030,821,18,CAQUETA,150,CARTAGENA DEL CHAIRA,CARTAGENA DEL CHAIRA,CM,18150,ZONA15,DABOG,DABOGZONA15,884345.062,0
780702882.3,151464.369,1033,832,18,CAQUETA,860,VALPARAISO,VALPARAISO,CM,18860,ZONA15,DABOG,DABOGZONA15,78070.288,0
1193936258,168710.1876,1034,826,18,CAQUETA,460,MILAN,MILAN,CM,18460,ZONA15,DABOG,DABOGZONA15,119393.626,0
407986486.7,95666.67097,1035,819,18,CAQUETA,29,ALBANIA,ALBANIA,CM,18029,ZONA15,DABOG,DABOGZONA15,40798.649,0
474821677.2,143796.6111,1045,822,18,CAQUETA,205,CURILLO,CURILLO,CM,18205,ZONA15,DABOG,DABOGZONA15,47482.168,0
49700702192,1657908.814,1048,831,18,CAQUETA,756,SOLANO,SOLANO,CM,18756,ZONA15,DABOG,DABOGZONA15,4970070.219,0
629197155.4,120230.7909,1054,1061,18,CAQUETA,785,SOLITA,SOLITA,CM,18785,ZONA15,DABOG,DABOGZONA15,62919.716,0
5076451529,537255.0623,406,851,85,CASANARE,125,HATO COROZAL,HATO COROZAL,CM,85125,ZONA10,DABOG,DABOGZONA10,507645.153,0
152536136.7,54473.76738,410,852,85,CASANARE,136,LA SALINA,LA SALINA,CM,85136,ZONA10,DABOG,DABOGZONA10,15253.614,0
285406606.8,87465.1939,436,861,85,CASANARE,315,SACAMA,SACAMA,CM,85315,ZONA10,DABOG,DABOGZONA10,28540.661,0
12476380463,613191.54,439,857,85,CASANARE,250,PAZ DE ARIPORO,PAZ DE ARIPORO,CM,85250,ZONA10,DABOG,DABOGZONA10,1247638.046,0
1100225896,157853.0957,453,863,85,CASANARE,400,TAMARA,TAMARA,CM,85400,ZONA10,DABOG,DABOGZONA10,110022.59,0
785247940.3,125115.5955,493,858,85,CASANARE,263,PORE,PORE,CM,85263,ZONA10,DABOG,DABOGZONA10,78524.794,0
1048122772,156928.4378,520,855,85,CASANARE,225,NUNCHIA,NUNCHIA,CM,85225,ZONA10,DABOG,DABOGZONA10,104812.277,0
3244646418,391652.5095,553,862,85,CASANARE,325,SAN LUIS DE PALENQUE,SAN LUIS DE PALENQUE,CM,85325,ZONA10,DABOG,DABOGZONA10,324464.642,0
2522941367,230606.7144,555,848,85,CASANARE,1,YOPAL,YOPAL,CM,85001,ZONA10,DABOG,DABOGZONA10,252294.137,0
3045438269,332979.0745,557,865,85,CASANARE,430,TRINIDAD,TRINIDAD,CM,85430,ZONA10,DABOG,DABOGZONA10,304543.827,0
1434435985,185320.7542,598,849,85,CASANARE,10,AGUAZUL,AGUAZUL,CM,85010,ZONA10,DABOG,DABOGZONA10,143443.598,0
179463457.6,63571.41769,601,859,85,CASANARE,279,RECETOR,RECETOR,CM,85279,ZONA10,DABOG,DABOGZONA10,17946.346,0
328828719.6,94033.74264,602,850,85,CASANARE,15,CHAMEZA,CHAMEZA,CM,85015,ZONA10,DABOG,DABOGZONA10,32882.872,0
4751831076,334126.4365,637,856,85,CASANARE,230,OROCUE,OROCUE,CM,85230,ZONA10,DABOG,DABOGZONA10,475183.108,0
2443533457,316385.9603,645,864,85,CASANARE,410,TAURAMENA,TAURAMENA,CM,85410,ZONA10,DABOG,DABOGZONA10,244353.346,0
3866366748,294629.7606,669,853,85,CASANARE,139,MANI,MANI,CM,85139,ZONA10,DABOG,DABOGZONA10,386636.675,0
721322366,115968.2862,682,854,85,CASANARE,162,MONTERREY,MONTERREY,CM,85162,ZONA10,DABOG,DABOGZONA10,72132.237,0
352794398.6,99144.6122,693,860,85,CASANARE,300,SABANALARGA,SABANALARGA,CM,85300,ZONA10,DABOG,DABOGZONA10,35279.44,0
898121367.6,155828.4683,750,866,85,CASANARE,440,VILLANUEVA,VILLANUEVA,CM,85440,ZONA12,DABOG,DABOGZONA12,89812.137,0
100352385.8,47006.65372,896,115,19,CAUCA,573,PUERTO TEJADA,PUERTO TEJADA,CM,19573,ZONA03,DACLI,DACLIZONA03,10035.239,0
151158201.1,79569.01368,897,109,19,CAUCA,455,MIRANDA,MIRANDA,CM,19455,ZONA03,DACLI,DACLIZONA03,15115.82,0
113043577.1,44484.85645,899,111,19,CAUCA,513,PADILLA,PADILLA,CM,19513,ZONA03,DACLI,DACLIZONA03,11304.358,0
2825990898,318347.5969,900,107,19,CAUCA,418,LOPEZ,MICAY,CM,19418,ZONA03,DACLI,DACLIZONA03,282599.09,0
451378116.7,102080.3011,902,100,19,CAUCA,142,CALOTO,CALOTO,CM,19142,ZONA03,DACLI,DACLIZONA03,45137.812,0
310613111.2,76951.39075,903,111,19,CAUCA,212,CORINTO,CORINTO,CM,19212,ZONA03,DACLI,DACLIZONA03,31061.311,0
423101084.9,106661.3506,906,118,19,CAUCA,698,SANTANDER DE QUILICHAO,SANTANDER DE QUILICHAO,CM,19698,ZONA03,DACLI,DACLIZONA03,42310.108,0
560859277.8,108180.1649,908,122,19,CAUCA,110,BUENOS AIRES,BUENOS AIRES,CM,19110,ZONA03,DACLI,DACLIZONA03,56085.928,0
454099616.7,96120.72021,909,126,19,CAUCA,821,TORIBIO,TORIBIO,CM,19821,ZONA03,DACLI,DACLIZONA03,45409.962,0
53005052.74,31027.56121,912,1070,19,CAUCA,809,TIMBIQUI,TIMBIQUI,CM,19809,ZONA03,DACLI,DACLIZONA03,5300.505,0
222163533.3,59902.44483,914,123,19,CAUCA,780,SUAREZ,SUAREZ,CM,19780,ZONA03,DACLI,DACLIZONA03,22216.353,0
1333762914,205616.8551,915,112,19,CAUCA,517,PAEZ,BELALCAZAR,CM,19517,ZONA04,DACLI,DACLIZONA04,133376.291,0
288647432.3,77781.7359,917,104,19,CAUCA,364,JAMBALO,JAMBALO,CM,19364,ZONA04,DACLI,DACLIZONA04,28864.743,0
442215737.6,103044.8543,918,99,19,CAUCA,137,CALDONO,CALDONO,CM,19137,ZONA04,DACLI,DACLIZONA04,44221.574,0
1971121756,220457.0497,919,125,19,CAUCA,809,TIMBIQUI,TIMBIQUI,CM,19809,ZONA03,DACLI,DACLIZONA03,197112.176,0
398658992,116512.6161,921,110,19,CAUCA,473,MORALES,MORALES,CM,19473,ZONA04,DACLI,DACLIZONA04,39865.899,0
3118887614,255264.6466,925,101,19,CAUCA,256,EL TAMBO,EL TAMBO,CM,19256,ZONA04,DACLI,DACLIZONA04,311888.761,0
144096140.3,73003.41103,927,114,19,CAUCA,548,PIENDAMO,PIENDAMO,CM,19548,ZONA04,DACLI,DACLIZONA04,14409.614,0
644614986.3,121548.2718,928,120,19,CAUCA,743,SILVIA,SILVIA,CM,19743,ZONA04,DACLI,DACLIZONA04,64461.499,0
695942313.8,135172.536,929,98,19,CAUCA,130,CAJIBIO,CAJIBIO,CM,19130,ZONA04,DACLI,DACLIZONA04,69594.231,0
2408087509,242201.5209,932,102,19,CAUCA,318,GUAPI,GUAPI,CM,19318,ZONA03,DACLI,DACLIZONA03,240808.751,0
777271149.7,128604.3763,937,103,19,CAUCA,355,INZA,INZA,CM,19355,ZONA04,DACLI,DACLIZONA04,77727.115,0
568464341.1,122831.4983,941,127,19,CAUCA,824,TOTORO,TOTORO,CM,19824,ZONA04,DACLI,DACLIZONA04,56846.434,0
485585764.6,118156.6922,944,93,19,CAUCA,1,POPAYAN,POPAYAN,CM,19001,ZONA04,DACLI,DACLIZONA04,48558.576,0
303566546.7,76914.87642,949,124,19,CAUCA,807,TIMBIO,TIMBIO,CM,19807,ZONA04,DACLI,DACLIZONA04,30356.655,0
472693827.3,139419.061,952,121,19,CAUCA,760,SOTARA,PAISPAMBA,CM,19760,ZONA04,DACLI,DACLIZONA04,47269.383,0
621943781.9,106614.9329,953,128,19,CAUCA,585,PURACE,COCONUCO,CM,19585,ZONA04,DACLI,DACLIZONA04,62194.378,0
407910248.6,99080.98058,954,95,19,CAUCA,50,ARGELIA,ARGELIA,CM,19050,ZONA05,DACLI,DACLIZONA05,40791.025,0
759383310.2,169868.0798,957,113,19,CAUCA,532,PATIA,EL BORDO,CM,19532,ZONA05,DACLI,DACLIZONA05,75938.331,0
168391703.3,80707.36901,960,116,19,CAUCA,622,ROSAS,ROSAS,CM,19622,ZONA05,DACLI,DACLIZONA05,16839.17,0
286119319.2,93531.60393,963,105,19,CAUCA,392,LA SIERRA,LA SIERRA,CM,19392,ZONA05,DACLI,DACLIZONA05,28611.932,0
426634440,97729.40854,967,96,19,CAUCA,75,BALBOA,BALBOA,CM,19075,ZONA05,DACLI,DACLIZONA05,42663.444,0
512761395.4,105810.4709,972,106,19,CAUCA,397,LA VEGA,LA VEGA,CM,19397,ZONA05,DACLI,DACLIZONA05,51276.14,0
829406490.5,165335.6597,980,97,19,CAUCA,100,BOLIVAR,BOLIVAR,CM,19100,ZONA05,DACLI,DACLIZONA05,82940.649,0
511927548.9,100370.4901,984,117,19,CAUCA,693,SAN SEBASTIAN,SAN SEBASTIAN,CM,19693,ZONA05,DACLI,DACLIZONA05,51192.755,0
275401082.5,69764.64869,986,94,19,CAUCA,22,ALMAGUER,ALMAGUER,CM,19022,ZONA05,DACLI,DACLIZONA05,27540.108,0
718371320.5,122502.8325,988,108,19,CAUCA,450,MERCADERES,MERCADERES,CM,19450,ZONA05,DACLI,DACLIZONA05,71837.132,0
3060286464,301356.5333,991,119,19,CAUCA,701,SANTA ROSA,SANTA ROSA,CM,19701,ZONA05,DACLI,DACLIZONA05,306028.646,0
28504270.12,25568.20066,1001,1035,19,CAUCA,290,FLORENCIA,FLORENCIA,CM,19290,ZONA05,DACLI,DACLIZONA05,2850.427,0
1231966294,226433.9897,1020,1066,19,CAUCA,533,PIAMONTE,PIAMONTE,CM,19533,ZONA08,DACLI,DACLIZONA08,123196.629,0
110966839.9,57048.66458,1106,97,19,CAUCA,785,SUCRE,SUCRE,CM,19785,ZONA05,DACLI,DACLIZONA05,11096.684,0
73430909.66,45494.38117,1107,1081,19,CAUCA,845,VILLA RICA,VILLA RICA,CM,19845,ZONA03,DACLI,DACLIZONA03,7343.091,0
3781253251,372879.0681,25,535,20,CESAR,1,VALLEDUPAR,VALLEDUPAR,CM,20001,ZONA05,DABAR,DABARZONA05,378125.325,0
1414931202,218787.6093,41,1075,20,CESAR,570,PUEBLO BELLO,PUEBLO BELLO,CM,20570,ZONA05,DABAR,DABARZONA05,141493.12,0
1385725624,281354.4422,56,554,20,CESAR,621,LA PAZ,ROBLES,CM,20621,ZONA05,DABAR,DABARZONA05,138572.562,0
234842907.2,86603.32913,58,550,20,CESAR,443,MANAURE,BALCON DEL CESAR,CM,20443,ZONA05,DABAR,DABARZONA05,23484.291,0
996459010.1,140280.5427,62,544,20,CESAR,238,EL COPEY,EL COPEY,CM,20238,ZONA05,DABAR,DABARZONA05,99645.901,0
303441252.7,98038.38313,66,556,20,CESAR,750,SAN DIEGO,SAN DIEGO,CM,20750,ZONA05,DABAR,DABARZONA05,30344.125,0
1497444965,220949.4359,73,537,20,CESAR,13,AGUSTIN CODAZZI,AGUSTIN CODAZZI,CM,20013,ZONA05,DABAR,DABARZONA05,149744.496,0
593421106.8,101747.2339,78,540,20,CESAR,60,BOSCONIA,BOSCONIA,CM,20060,ZONA05,DABAR,DABARZONA05,59342.111,0
1376760977,198785.7958,82,539,20,CESAR,45,BECERRIL,BECERRIL,CM,20045,ZONA05,DABAR,DABARZONA05,137676.098,0
878727778.8,154790.775,85,545,20,CESAR,250,EL PASO,EL PASO,CM,20250,ZONA05,DABAR,DABARZONA05,87872.778,0
709095620.6,145203.6165,90,549,20,CESAR,400,LA JAGUA DE IBIRICO,LA JAGUA DE IBIRICO,CM,20400,ZONA05,DABAR,DABARZONA05,70909.562,0
1022999126,198614.7351,95,542,20,CESAR,178,CHIRIGUANA,CHIRIGUANA,CM,20178,ZONA05,DABAR,DABARZONA05,102299.913,0
572341345.8,106081.5235,96,538,20,CESAR,32,ASTREA,ASTREA,CM,20032,ZONA05,DABAR,DABARZONA05,57234.135,0
1476479445,230317.1711,98,541,20,CESAR,175,CHIMICHAGUA,CHIMICHAGUA,CM,20175,ZONA05,DABAR,DABARZONA05,147647.945,0
949667836.6,129374.3093,112,543,20,CESAR,228,CURUMANI,CURUMANI,CM,20228,ZONA05,DABAR,DABARZONA05,94966.784,0
678271071.5,121833.582,137,558,20,CESAR,787,TAMALAMEQUE,TAMALAMEQUE,CM,20787,ZONA05,DABAR,DABARZONA05,67827.107,0
447887221.3,93841.33852,139,551,20,CESAR,517,PAILITAS,PAILITAS,CM,20517,ZONA05,DABAR,DABARZONA05,44788.722,0
421601107.4,99528.89011,152,552,20,CESAR,550,PELAYA,PELAYA,CM,20550,ZONA05,DABAR,DABARZONA05,42160.111,0
799423702.4,147729.8846,161,548,20,CESAR,383,LA GLORIA,LA GLORIA,CM,20383,ZONA07,DANGA,DANGAZONA07,79942.37,0
915749338.9,175085.9471,173,536,20,CESAR,11,AGUACHICA,AGUACHICA,CM,20011,ZONA07,DANGA,DANGAZONA07,91574.934,0
391055077.4,100427.0049,176,546,20,CESAR,295,GAMARRA,GAMARRA,CM,20295,ZONA07,DANGA,DANGAZONA07,39105.508,0
83115368.36,41886.06465,179,547,20,CESAR,310,GONZALEZ,GONZALEZ,CM,20310,ZONA07,DANGA,DANGAZONA07,8311.537,0
463969319.4,112601.9015,191,553,20,CESAR,614,RIO DE ORO,RIO DE ORO,CM,20614,ZONA07,DANGA,DANGAZONA07,46396.932,0
829848350.8,155560.9513,203,557,20,CESAR,770,SAN MARTIN,SAN MARTIN,CM,20770,ZONA07,DANGA,DANGAZONA07,82984.835,0
748583674.6,132545.7183,207,555,20,CESAR,710,SAN ALBERTO,SAN ALBERTO,CM,20710,ZONA01,DANGA,DANGAZONA01,74858.367,0
937466243.9,144732.5464,166,274,27,CHOCO,6,ACANDI,ACANDI,CM,27006,ZONA02,DAMED,DAMEDZONA02,93746.624,0
1182028199,149033.4672,187,291,27,CHOCO,800,UNGUIA,UNGUIA,CM,27800,ZONA02,DAMED,DAMEDZONA02,118202.82,0
6098643088,488610.3329,214,287,27,CHOCO,615,RIOSUCIO,RIOSUCIO,CM,27615,ZONA02,DAMED,DAMEDZONA02,609864.309,0
1519470377,292454.4291,238,283,27,CHOCO,372,JURADO,JURADO,CM,27372,ZONA07,DAMED,DAMEDZONA07,151947.038,0
3575804755,368385.3631,296,279,27,CHOCO,99,BOJAYA,BELLAVISTA,CM,27099,ZONA07,DAMED,DAMEDZONA07,357580.476,0
1047317922,257387.728,306,277,27,CHOCO,75,BAHIA SOLANO,MUTIS,CM,27075,ZONA07,DAMED,DAMEDZONA07,104731.792,0
3514824430,451901.9158,390,281,27,CHOCO,1,QUIBDO,QUIBDO,CM,27001,ZONA07,DAMED,DAMEDZONA07,351482.443,0
2112073265,293730.2807,446,275,27,CHOCO,25,ALTO BAUDO,PIE DE PATO,CM,27025,ZONA07,DAMED,DAMEDZONA07,211207.326,0
1006758912,193903.2804,456,286,27,CHOCO,495,NUQUI,NUQUI,CM,27495,ZONA07,DAMED,DAMEDZONA07,100675.891,0
621083049,116664.4871,461,281,27,CHOCO,245,EL CARMEN DE ATRATO,EL CARMEN DE ATRATO,CM,27245,ZONA07,DAMED,DAMEDZONA07,62108.305,0
611783220.3,121659.1621,513,284,27,CHOCO,413,LLORO,LLORO,CM,27413,ZONA07,DAMED,DAMEDZONA07,61178.322,0
1123769627,152514.5291,529,276,27,CHOCO,73,BAGADO,BAGADO,CM,27073,ZONA07,DAMED,DAMEDZONA07,112376.963,0
3564831258,478491.49,551,278,27,CHOCO,77,BAJO BAUDO,PIZARRO,CM,27077,ZONA07,DAMED,DAMEDZONA07,356483.126,0
510165805.2,114607.3486,582,282,27,CHOCO,135,CANTON DEL SAN PABLO,MANAGRU,CM,27135,ZONA07,DAMED,DAMEDZONA07,51016.581,0
324883676.1,88945.36838,595,290,27,CHOCO,787,TADO,TADO,CM,27787,ZONA07,DAMED,DAMEDZONA07,32488.368,0
543509155.5,163560.4154,628,280,27,CHOCO,205,CONDOTO,CONDOTO,CM,27205,ZONA07,DAMED,DAMEDZONA07,54350.916,0
1874890176,300830.9531,631,282,27,CHOCO,361,ITSMINA,ITSMINA,CM,27361,ZONA07,DAMED,DAMEDZONA07,187489.018,0
1062560374,198095.7714,664,285,27,CHOCO,491,NOVITA,NOVITA,CM,27491,ZONA07,DAMED,DAMEDZONA07,106256.037,0
529927031.8,94148.08667,688,288,27,CHOCO,660,SAN JOSE DEL PALMAR,SAN JOSE DEL PALMAR,CM,27660,ZONA01,DACLI,DACLIZONA01,52992.703,0
1275141821,225143.2912,729,289,27,CHOCO,745,SIPI,SIPI,CM,27745,ZONA07,DAMED,DAMEDZONA07,127514.182,0
4007312847,357454.248,782,292,27,CHOCO,250,EL LITORAL DEL SAN JUAN,SANTA GENOVEVA DE DOCORDO,CM,27250,ZONA03,DACLI,DACLIZONA03,400731.285,0
1612158685,195781.5524,1113,1086,27,CHOCO,425,MEDIO ATRATO,BETE,CM,27425,ZONA07,DAMED,DAMEDZONA07,161215.868,0
391025922.7,95925.99322,1114,1069,27,CHOCO,50,ATRATO,YUTO,CM,27050,ZONA07,DAMED,DAMEDZONA07,39102.592,0
769606645.9,142872.6188,1115,1080,27,CHOCO,600,RIO QUITO,PAIMADO,CM,27600,ZONA07,DAMED,DAMEDZONA07,76960.665,0
341831444.4,77115.45575,1116,290,27,CHOCO,160,CERTEGUI,CERTEGUI,CM,27160,ZONA07,DAMED,DAMEDZONA07,34183.144,0
159424267.4,59173.86565,1117,1087,27,CHOCO,810,UNION PANAMERICANA,ANIMAS,CM,27810,ZONA07,DAMED,DAMEDZONA07,15942.427,0
1310165588,206011.9537,1118,1084,27,CHOCO,430,MEDIO BAUDO,BOCA DE PEPE,CM,27430,ZONA07,DAMED,DAMEDZONA07,131016.559,0
319627434.3,95213.03405,1119,280,27,CHOCO,580,RIO IRO,RIO IRO,CM,27580,ZONA07,DAMED,DAMEDZONA07,31962.743,0
523487261.7,103625.4156,1120,282,27,CHOCO,450,MEDIO SAN JUAN,MEDIO SAN JUAN,CM,27450,ZONA07,DAMED,DAMEDZONA07,52348.726,0
1550933899,226911.4487,1121,287,27,CHOCO,86,BELEN DE BAJIRA,BELEN DE BAJIRA,CM,27086,ZONA02,DAMED,DAMEDZONA02,155093.39,0
2816016249,359760.4455,1123,287,27,CHOCO,150,CARMEN DEL DARIEN,CARMEN DEL DARIEN,CM,27150,ZONA02,DAMED,DAMEDZONA02,281601.625,0
227864401.7,72804.29152,105,434,23,CORDOBA,672,SAN ANTERO,SAN ANTERO,CM,23672,ZONA08,DAMED,DAMEDZONA08,22786.44,0
348140944.9,83114.3074,106,435,23,CORDOBA,675,SAN BERNARDO DEL VIENTO,SAN BERNARDO DEL VIENTO,CM,23675,ZONA08,DAMED,DAMEDZONA08,34814.094,0
315100307.5,81491.30644,116,426,23,CORDOBA,500,MONITOS,MONITOS,CM,23500,ZONA08,DAMED,DAMEDZONA08,31510.031,0
858793537.1,142706.2938,117,422,23,CORDOBA,417,LORICA,LORICA,CM,23417,ZONA08,DAMED,DAMEDZONA08,85879.354,0
111320175.5,49648.9501,118,431,23,CORDOBA,586,PURISIMA,PURISIMA,CM,23586,ZONA08,DAMED,DAMEDZONA08,11132.018,0
117405162.3,49630.87489,119,424,23,CORDOBA,464,MOMIL,MOMIL,CM,23464,ZONA08,DAMED,DAMEDZONA08,11740.516,0
281936125.1,84049.00011,123,433,23,CORDOBA,670,SAN ANDRES DE SOTAVENTO,SAN ANDRES SOTAVENTO,CM,23670,ZONA08,DAMED,DAMEDZONA08,28193.613,0
331773121.4,74065.64824,127,419,23,CORDOBA,168,CHIMA,CHIMA,CM,23168,ZONA08,DAMED,DAMEDZONA08,33177.312,0
167822610.1,60254.7649,130,1065,23,CORDOBA,300,COTORRA,COTORRA,CM,23300,ZONA08,DAMED,DAMEDZONA08,16782.261,0
575904597.5,119359.8041,131,420,23,CORDOBA,182,CHINU,CHINU,CM,23182,ZONA08,DAMED,DAMEDZONA08,57590.46,0
472075022.8,90234.54748,133,429,23,CORDOBA,574,PUERTO ESCONDIDO,PUERTO ESCONDIDO,CM,23574,ZONA08,DAMED,DAMEDZONA08,47207.502,0
439717310.9,124698.6694,136,437,23,CORDOBA,686,SAN PELAYO,SAN PELAYO,CM,23686,ZONA08,DAMED,DAMEDZONA08,43971.731,0
634040703.1,139328.8407,141,421,23,CORDOBA,189,CIENAGA DE ORO,CIENAGA DE ORO,CM,23189,ZONA08,DAMED,DAMEDZONA08,63404.07,0
869106006.2,147321.0649,143,432,23,CORDOBA,660,SAHAGUN,SAHAGUN,CM,23660,ZONA08,DAMED,DAMEDZONA08,86910.601,0
341590069.9,92046.89719,146,423,23,CORDOBA,419,LOS CORDOBAS,LOS CORDOBAS,CM,23419,ZONA08,DAMED,DAMEDZONA08,34159.007,0
243078649.6,88469.05829,147,418,23,CORDOBA,162,CERETE,CERETE,CM,23162,ZONA08,DAMED,DAMEDZONA08,24307.865,0
3038206405,242068.0071,149,414,23,CORDOBA,1,MONTERIA,MONTERIA,CM,23001,ZONA08,DAMED,DAMEDZONA08,303820.641,10.63
489840169.4,92551.12827,154,436,23,CORDOBA,678,SAN CARLOS,SAN CARLOS,CM,23678,ZONA08,DAMED,DAMEDZONA08,48984.017,0
482066010,92314.89987,155,417,23,CORDOBA,90,CANALETE,CANALETE,CM,23090,ZONA08,DAMED,DAMEDZONA08,48206.601,0
891428537.6,149440.1489,169,428,23,CORDOBA,570,PUEBLO NUEVO,PUEBLO NUEVO,CM,23570,ZONA08,DAMED,DAMEDZONA08,89142.854,0
1010366626,160732.2746,171,427,23,CORDOBA,555,PLANETA RICA,PLANETA RICA,CM,23555,ZONA08,DAMED,DAMEDZONA08,101036.663,0
1958649122,193449.3778,174,415,23,CORDOBA,68,AYAPEL,AYAPEL,CM,23068,ZONA08,DAMED,DAMEDZONA08,195864.912,0
928006521.4,128449.1259,182,439,23,CORDOBA,855,VALENCIA,VALENCIA,CM,23855,ZONA08,DAMED,DAMEDZONA08,92800.652,0
876651584.4,125467.8261,188,416,23,CORDOBA,79,BUENAVISTA,BUENAVISTA,CM,23079,ZONA08,DAMED,DAMEDZONA08,87665.158,0
5065364072,341797.4283,189,438,23,CORDOBA,807,TIERRALTA,TIERRALTA,CM,23807,ZONA08,DAMED,DAMEDZONA08,506536.407,0
2290227327,338970.8878,197,425,23,CORDOBA,466,MONTELIBANO,MONTELIBANO,CM,23466,ZONA08,DAMED,DAMEDZONA08,229022.733,0
305553856.8,79339.66078,200,1064,23,CORDOBA,350,LA APARTADA,LA APARTADA Y LA FRONTERA,CM,23350,ZONA08,DAMED,DAMEDZONA08,30555.386,0
1387456627,173843.9086,211,430,23,CORDOBA,580,PUERTO LIBERTADOR,PUERTO LIBERTADOR,CM,23580,ZONA08,DAMED,DAMEDZONA08,138745.663,0
921919618.9,162413.8342,491,787,25,CUNDINAMARCA,885,YACOPI,YACOPI,CM,25885,ZONA05,DABOG,DABOGZONA05,92191.962,0
567144261.1,125889.8407,503,746,25,CUNDINAMARCA,572,PUERTO SALGAR,PUERTO SALGAR,CM,25572,ZONA03,DABOG,DABOGZONA03,56714.426,0
106292354.2,46508.34976,549,762,25,CUNDINAMARCA,745,SIMIJACA,SIMIJACA,CM,25745,ZONA06,DABOG,DABOGZONA06,10629.235,0
592606147.4,113423.8434,556,693,25,CUNDINAMARCA,148,CAPARRAPI,CAPARRAPI,CM,25148,ZONA05,DABOG,DABOGZONA05,59260.615,0
115076923.5,50153.60152,569,767,25,CUNDINAMARCA,779,SUSA,SUSA,CM,25779,ZONA06,DABOG,DABOGZONA06,11507.692,0
180005065.5,60560.51865,571,716,25,CUNDINAMARCA,317,GUACHETA,GUACHETA,CM,25317,ZONA06,DABOG,DABOGZONA06,18000.507,0
74209298.63,40209.79708,572,709,25,CUNDINAMARCA,288,FUQUENE,FUQUENE,CM,25288,ZONA06,DABOG,DABOGZONA06,7420.93,0
306092946.4,77235.53219,576,695,25,CUNDINAMARCA,154,CARMEN DE CARUPA,CARMEN DE CARUPA,CM,25154,ZONA06,DABOG,DABOGZONA06,30609.295,0
171036932.9,54921.91146,577,742,25,CUNDINAMARCA,518,PAIME,PAIME,CM,25518,ZONA05,DABOG,DABOGZONA05,17103.693,0
209715362.1,80910.46418,581,727,25,CUNDINAMARCA,394,LA PALMA,LA PALMA,CM,25394,ZONA05,DABOG,DABOGZONA05,20971.536,0
785951266.4,149960.0865,585,717,25,CUNDINAMARCA,320,GUADUAS,GUADUAS,CM,25320,ZONA03,DABOG,DABOGZONA03,78595.127,0
264727333.7,76223.86801,586,755,25,CUNDINAMARCA,653,SAN CAYETANO,SAN CAYETANO,CM,25653,ZONA05,DABOG,DABOGZONA05,26472.733,0
154550595.5,56940.1853,587,704,25,CUNDINAMARCA,823,TOPAIPI,TOPAIPI,CM,25823,ZONA05,DABOG,DABOGZONA05,15455.06,0
111095966.8,42748.54388,597,778,25,CUNDINAMARCA,843,UBATE,UBATE,CM,25843,ZONA06,DABOG,DABOGZONA06,11109.597,0
145423425.8,50679.08242,599,730,25,CUNDINAMARCA,407,LENGUAZAQUE,LENGUAZAQUE,CM,25407,ZONA06,DABOG,DABOGZONA06,14542.343,0
75720530.39,46553.68197,607,783,25,CUNDINAMARCA,871,VILLAGOMEZ,VILLAGOMEZ,CM,25871,ZONA05,DABOG,DABOGZONA05,7572.053,0
198629684.9,66760.78792,609,784,25,CUNDINAMARCA,873,VILLAPINZON,VILLAPINZON,CM,25873,ZONA06,DABOG,DABOGZONA06,19862.968,0
119130980.6,52648.77014,611,704,25,CUNDINAMARCA,258,EL PENON,EL PENON,CM,25258,ZONA05,DABOG,DABOGZONA05,11913.098,0
91763191.92,46193.57444,614,790,25,CUNDINAMARCA,224,CUCUNUBA,CUCUNUBA,CM,25224,ZONA06,DABOG,DABOGZONA06,9176.319,0
135091889.2,52886.60352,619,728,25,CUNDINAMARCA,398,LA PENA,LA PENA,CM,25398,ZONA05,DABOG,DABOGZONA05,13509.189,0
393515261.7,106520.3814,620,741,25,CUNDINAMARCA,513,PACHO,PACHO,CM,25513,ZONA05,DABOG,DABOGZONA05,39351.526,0
59411261.45,33124.24829,621,768,25,CUNDINAMARCA,781,SUTATAUSA,SUTATAUSA,CM,25781,ZONA06,DABOG,DABOGZONA06,5941.126,0
214999130.9,73699.562,626,770,25,CUNDINAMARCA,793,TAUSA,TAUSA,CM,25793,ZONA06,DABOG,DABOGZONA06,21499.913,0
89059732.66,47428.77315,627,780,25,CUNDINAMARCA,851,UTICA,UTICA,CM,25851,ZONA03,DABOG,DABOGZONA03,8905.973,0
